264014	Q0	4834547	1	-0.005839	monot5
264014	Q0	1804644	2	-0.007122	monot5
264014	Q0	6641238	3	-0.007308	monot5
264014	Q0	528372	4	-0.008118	monot5
264014	Q0	447992	5	-0.008417	monot5
264014	Q0	4687213	6	-0.008419	monot5
264014	Q0	5328095	7	-0.009518	monot5
264014	Q0	96851	8	-0.009991	monot5
264014	Q0	6105572	9	-0.010603	monot5
264014	Q0	5950719	10	-0.011817	monot5
264014	Q0	7326934	11	-0.012151	monot5
264014	Q0	3338825	12	-0.012438	monot5
264014	Q0	5950722	13	-0.013642	monot5
264014	Q0	3338827	14	-0.014874	monot5
264014	Q0	4834548	15	-0.016149	monot5
264014	Q0	58386	16	-0.016886	monot5
264014	Q0	6791760	17	-0.016896	monot5
264014	Q0	684616	18	-0.017348	monot5
264014	Q0	5950721	19	-0.017522	monot5
264014	Q0	6105569	20	-0.018122	monot5
264014	Q0	2498169	21	-0.018142	monot5
264014	Q0	3396076	22	-0.018229	monot5
264014	Q0	1610707	23	-0.018260	monot5
264014	Q0	5950726	24	-0.018807	monot5
264014	Q0	5849270	25	-0.020015	monot5
264014	Q0	8012101	26	-0.020453	monot5
264014	Q0	528380	27	-0.020802	monot5
264014	Q0	4647186	28	-0.022833	monot5
264014	Q0	7326936	29	-0.023073	monot5
264014	Q0	96858	30	-0.023410	monot5
264014	Q0	7323467	31	-0.024301	monot5
264014	Q0	1610706	32	-0.024899	monot5
264014	Q0	2474346	33	-0.025564	monot5
264014	Q0	96857	34	-0.026305	monot5
264014	Q0	96855	35	-0.027464	monot5
264014	Q0	6555322	36	-0.029009	monot5
264014	Q0	3577347	37	-0.029167	monot5
264014	Q0	6105571	38	-0.030998	monot5
264014	Q0	5950718	39	-0.031207	monot5
264014	Q0	935825	40	-0.031506	monot5
264014	Q0	2420367	41	-0.031791	monot5
264014	Q0	528379	42	-0.031885	monot5
264014	Q0	6105566	43	-0.033268	monot5
264014	Q0	5611214	44	-0.033559	monot5
264014	Q0	3338828	45	-0.033990	monot5
264014	Q0	5151339	46	-0.036051	monot5
264014	Q0	2474341	47	-0.039743	monot5
264014	Q0	3577343	48	-0.042555	monot5
264014	Q0	684618	49	-0.044466	monot5
264014	Q0	5635515	50	-0.045296	monot5
264014	Q0	5611212	51	-0.049104	monot5
264014	Q0	3577342	52	-0.049967	monot5
264014	Q0	2474342	53	-0.051946	monot5
264014	Q0	5611218	54	-0.051956	monot5
264014	Q0	3372501	55	-0.053905	monot5
264014	Q0	96852	56	-0.054246	monot5
264014	Q0	6334964	57	-0.054783	monot5
264014	Q0	3841908	58	-0.059901	monot5
