264014	Q0	6641238	1	-0.002254	monobert
264014	Q0	4834547	2	-0.002268	monobert
264014	Q0	3338827	3	-0.002339	monobert
264014	Q0	4687213	4	-0.003292	monobert
264014	Q0	6105572	5	-0.003426	monobert
264014	Q0	447992	6	-0.003491	monobert
264014	Q0	96858	7	-0.003901	monobert
264014	Q0	2420367	8	-0.003984	monobert
264014	Q0	3396076	9	-0.004062	monobert
264014	Q0	5328095	10	-0.004071	monobert
264014	Q0	6105569	11	-0.004075	monobert
264014	Q0	7326934	12	-0.004142	monobert
264014	Q0	3338825	13	-0.004157	monobert
264014	Q0	5950722	14	-0.004171	monobert
264014	Q0	5950718	15	-0.004206	monobert
264014	Q0	5950719	16	-0.004266	monobert
264014	Q0	5950721	17	-0.004275	monobert
264014	Q0	6791760	18	-0.004279	monobert
264014	Q0	96851	19	-0.004321	monobert
264014	Q0	528372	20	-0.004346	monobert
264014	Q0	5950726	21	-0.004383	monobert
264014	Q0	1804644	22	-0.004463	monobert
264014	Q0	2474346	23	-0.004783	monobert
264014	Q0	3577343	24	-0.004788	monobert
264014	Q0	1610706	25	-0.004887	monobert
264014	Q0	3577344	26	-0.004965	monobert
264014	Q0	4834548	27	-0.004999	monobert
264014	Q0	96855	28	-0.005032	monobert
264014	Q0	528380	29	-0.005039	monobert
264014	Q0	5611218	30	-0.006160	monobert
264014	Q0	4647186	31	-0.006303	monobert
264014	Q0	96852	32	-0.006412	monobert
264014	Q0	3577347	33	-0.006620	monobert
264014	Q0	5849270	34	-0.006856	monobert
264014	Q0	8012101	35	-0.007609	monobert
264014	Q0	5151339	36	-0.007672	monobert
264014	Q0	5950723	37	-0.007697	monobert
264014	Q0	5611212	38	-0.008189	monobert
264014	Q0	1610711	39	-0.008567	monobert
264014	Q0	935825	40	-0.008583	monobert
264014	Q0	7323467	41	-0.008702	monobert
264014	Q0	5635515	42	-0.008747	monobert
264014	Q0	2223171	43	-0.008780	monobert
264014	Q0	2498169	44	-0.008936	monobert
264014	Q0	1610707	45	-0.008945	monobert
264014	Q0	3577342	46	-0.008972	monobert
264014	Q0	5635521	47	-0.009143	monobert
264014	Q0	58386	48	-0.009333	monobert
264014	Q0	5611210	49	-0.009965	monobert
264014	Q0	7326936	50	-0.011103	monobert
264014	Q0	96857	51	-0.011202	monobert
264014	Q0	5950725	52	-0.011282	monobert
264014	Q0	3372501	53	-0.011828	monobert
264014	Q0	528379	54	-0.012137	monobert
264014	Q0	3841908	55	-0.013334	monobert
264014	Q0	5269173	56	-0.014053	monobert
264014	Q0	5611214	57	-0.014388	monobert
264014	Q0	2498165	58	-0.014630	monobert
264014	Q0	6105571	59	-0.014667	monobert
264014	Q0	2572557	60	-0.015109	monobert
264014	Q0	684616	61	-0.015118	monobert
